cluster,time,cpu,memory
3,0,0.004402901145589367,0.0015425309451695668
3,300,0.00427113611700195,0.002310087694158175
3,600,0.0034651589933633203,0.00201108201321508
3,900,0.005564199722507759,0.0030562176983650402
3,1200,0.005540742410259757,0.0045904339551092405
3,1500,0.0032324294547238174,0.00403594100156978
3,1800,0.003361205977781377,0.00384117941397924
3,2100,0.0037694352802777565,0.00428074400523894
3,2400,0.0037694352802777565,0.00405867002040452
3,2700,0.0042441482847705,0.0031275726800118397
3,3000,0.0049670949909186,0.0036554607408723003
3,3300,0.004571384574216859,0.00364355108448136
3,3600,0.004667272797783719,0.00371731997195886
3,3900,0.004667272797783719,0.0036310812241617404
3,4200,0.00461170656418892,0.00380887184563842
3,4500,0.00418754438672594,0.00387119774217258
3,4800,0.00441647526281618,0.0039038842501290605
3,5100,0.00423874128309428,0.00387574881216788
3,5400,0.00234304509382604,0.0037381457232144
3,5700,0.0023063096210081202,0.0034371766373466604
3,6000,0.00279240406672236,0.00341969694323018
3,6300,0.00232399438054374,0.00331781904244898
3,6600,0.00288558156497708,0.00338624970005088
3,6900,0.00382674786004916,0.0033034014561506195
3,7200,0.00395557785696332,0.0028120243399570198
3,7500,0.0034485373141066806,0.0026500745469458997
3,7800,0.0036362612138494408,0.0027671536547102396
3,8100,0.00505145477328272,0.00279831985996476
3,8400,0.00412424337978032,0.00272361926390126
3,8700,0.00594992115044524,0.00372091229260932
3,9000,0.00600285341744526,0.0036646173371024395
3,9300,0.00789778840515684,0.0038765537836031603
3,9600,0.00601579340066584,0.0038537497198943005
3,9900,0.00652467188318874,0.0038133756874911195
3,10200,0.00527191888817124,0.0035309498152983803
3,10500,0.00525668801671052,0.00353171066356812
3,10800,0.0043026632080948,0.00345881163550742
3,11100,0.0044936208828757,0.0029212134797145196
3,11400,0.004754810260930361,0.00414831409375626
3,11700,0.00393214242926544,0.003454223058824721
3,12000,0.00384225667026502,0.0045746815855774395
3,12300,0.00479628147888074,0.005341658896397421
3,12600,0.00424783445668992,0.00537233609562928
3,12900,0.0036905216480284998,0.0038091456858756604
3,13200,0.00391515222101626,0.00435503142309644
3,13500,0.0036687114525900803,0.0028535966464141604
3,13800,0.0014177890847243,0.0015656817341674202
3,14100,0.0016671657944083997,0.0019090974332935603
3,14400,0.00135099448245442,0.002355633514227
3,14700,0.0013471892856970799,0.00234574925509774
3,15000,0.0015673422618123,0.00227045820426534
3,15300,0.0014676131777062972,0.001888781062841472
3,15600,0.001291424284211237,0.0013341499596745616
3,15900,0.001416658984404477,0.0014254290089142617
3,16200,0.0010647460339361372,0.0009965142135701817
3,16500,0.003173692713701437,0.001974801426320122
3,16800,0.0035997201702622,0.00205317802113551
3,17100,0.0034203242800498355,0.0020465024186975328
3,17400,0.0035374942483261756,0.002251728089911692
3,17700,0.003398500952637796,0.0020014520245175385
3,18000,0.0014776834865666561,0.0018329133284622982
3,18300,0.001448751495728756,0.0026343650799516187
3,18600,0.0015109196190475804,0.0026894798080903865
3,18900,0.0010017969329236805,0.0021051734839967863
3,19200,0.00132672617031214,0.00230553371066482
3,19500,0.0029274050093600003,0.00226451632750604
3,19800,0.00262588596878862,0.00163909056803216
3,20100,0.00270156768898212,0.0017776684538208802
3,20400,0.0029507694374382603,0.0015428568478932402
3,20700,0.004971341896658521,0.00225725608434948
3,21000,0.0052914805236818005,0.0030652507783282402
3,21300,0.005569013293508901,0.0029847226182201803
3,21600,0.00567591019437636,0.00288389623044862
3,21900,0.00607649656133116,0.0033829222463130602
3,22200,0.0041473046350784006,0.0033419076670054802
3,22500,0.0018269776116374404,0.0018176026569552005
3,22800,0.0022244737080886,0.0017852033140192604
3,23100,0.0020014689342202603,0.0019296609039891805
3,23400,0.0016941580714779207,0.0014292999433223202
3,23700,0.0014393307453434002,0.0005763439006847203
3,24000,0.0015350418597640202,0.0005782498533561003
3,24300,0.0011013705495186803,0.0005406981660646803
3,24600,0.0025196329762802202,0.0017468943941290004
3,24900,0.0021934547759642005,0.0019260787171937806
3,25200,0.00437747402835148,0.0028504250872001405
3,25500,0.00660208993737182,0.0043728241445790406
3,25800,0.0086158074081592,0.00593849280175424
3,26100,0.007208715933386139,0.00452235256465322
3,26400,0.0071407467781448,0.00448938707592
3,26700,0.00508741946418196,0.0037400390252377404
3,27000,0.0034632882954045,0.002150539498574601
3,27300,0.0029225008478569203,0.0019402620925023407
3,27600,0.004341856553651021,0.0035824743390838005
3,27900,0.0046971761274279804,0.004049961732199221
3,28200,0.00444924603063186,0.00409644969983646
3,28500,0.00416531107877598,0.00420814427716604
