cluster,start_time,cpu,memory
6,15,0.0026556708944350145,0.0009462049651109286
6,30,9.154854367919205e-05,0.0003995097239359049
6,45,0.02786886871317017,0.010565766986526623
6,95,0.004263359889641285,0.0009637002256206985
6,100,0.00015829740682780257,0.0001268306407362725
6,115,0.011032062054553224,0.001947412862805535
6,125,0.006820255983365386,0.0007111880858298968
6,131,0.0003470772129071072,0.00035279725679892627
6,195,0.0053643094748573325,0.004081016780186049
6,391,0.0003003622963967582,0.0010846928799898735
6,442,0.00016401853064724044,9.631646737716456e-05
6,555,0.010564119859516849,0.010565766986526623
6,575,0.02786886871317017,0.006865720172746721
6,590,0.012268790011411875,0.0013456822980647274
6,610,0.0015589953166814106,0.001176142179990163
6,630,0.009400863517386419,0.0016142207363848318
6,660,0.007032404518441998,0.0010427758224087521
6,685,0.0033399058019567,0.00583469064400616
6,695,0.0006155979867756107,0.00027071149276485076
6,770,0.0030504078218201312,0.0008444325739652356
6,900,0.005106264543249381,0.004248165900383142
6,984,0.0018674568766295912,0.007055132049437646
6,1065,9.536738616591883e-07,1.7165990358856944e-05
6,1080,0.0080394958891923,0.005349132204337372
6,1115,0.000202158519667547,0.0007254829283938917
6,1141,0.011499785382105042,0.006365500368770662
6,1155,0.011167875236185757,0.004673510359848451
6,1165,0.0001573438830090159,0.0007350127099141926
6,1220,0.0038416409799363043,0.004491242029984974
6,1315,0.0015818475843891037,0.0036174116722264113
6,1333,0.02786886871317017,0.006456468037407854
6,1360,0.00015352977864176642,0.0004109491791891705
6,1380,0.0008160121863206873,0.0016922928503031389
6,1430,0.00026031920239501146,0.0044380741752574095
6,1440,0.00021550717216894897,0.0004614718746143154
6,1485,0.0024650683518071133,0.002499315513576929
6,1535,0.012886580901317383,0.010565766986526623
6,1610,0.00019929807094895457,0.0006663962558521946
6,1660,0.015714500956798463,0.0010865981590418073
6,1730,0.0007969540762366549,0.00033659038079308977
6,1745,0.0005024601105197432,0.002309038660181989
6,1780,0.00016020445173775725,0.00016401853064724044
6,1870,0.003529986624894683,0.004202582547415751
6,1945,0.005493306974761145,0.0010122895859894384
6,1950,0.003039504440666699,0.006183540202381594
6,2334,0.02346520185552067,0.003062322900801938
6,2340,0.0017855905528672896,0.005394663324866113
6,2415,0.01198236720416849,0.006600483257791608
6,2420,0.023793056052755696,0.010565766986526623
6,2489,0.023345955492393437,0.002015941477336054
6,2515,0.0053567208683910445,0.010565766986526623
6,2555,0.006457056863664166,0.0011140371770805154
6,2565,0.0037694370303488945,0.0035794017212166618
6,2585,0.00014685506099421726,0.008084904681855987
6,2635,0.005804350147785017,0.010565766986526623
6,2670,0.006850565672617618,0.0015799432486928067
6,2760,0.0003280101636277407,0.0004690977201299739
6,2765,0.02786886871317017,0.00873553755874124
6,2830,0.013669571967038312,0.010565766986526623
6,2870,0.02786886871317017,0.005197346828566886
6,2925,0.002598245170866353,0.0014885308702504642
6,3035,0.00014208737825488843,0.0007378716266611095
6,3100,0.006138044986953901,0.0013647299533941705
6,3135,0.0004138090225555513,0.0006835508107681576
6,3198,0.0003575639350486301,0.0010904087062554445
6,3215,0.0009465504759113475,0.0005396340344461591
6,3230,0.00039474324562456385,0.0023242621408789098
6,3245,0.00040618275540356283,0.0011894778375382952
6,3300,0.0021610733846502304,0.001246723889993313
6,3305,0.00022122796869453415,0.0007359656830713213
6,3310,0.005971211486400106,0.009733360573316698
6,3360,0.00822111868940702,0.0005148515720403628
6,3390,0.00016687908028278453,0.00016401853064724044
6,3405,7.343022629822366e-05,0.0007340597358489053
6,3606,0.005182167023778885,0.002632487772089877
6,3675,0.0007292948519000272,0.0008360228110101778
6,3760,0.002579220996847855,0.005531244249276019
6,3795,0.0006835508107681576,0.0045064323264239
6,3875,0.003951836957894623,0.0010542079214565828
6,3980,0.003442553933755789,0.0007312008082040736
6,4060,0.00022599527413246547,0.000949408787954228
6,4160,0.0072899529616975494,0.0015570909374661855
6,4245,0.011605370057341712,0.010565766986526623
6,4250,0.0009513143247772985,0.000280340949827057
6,4255,0.023256511387445684,0.002594440365016079
6,4325,0.0020349763701987345,0.0014390123426928079
6,4345,0.020748822817737676,0.0012028133172490366
6,4374,0.0021758233173836674,0.002971045936001899
6,4525,0.02786886871317017,0.010565766986526623
6,4645,0.00019929807094895457,0.000952267091827184
6,4710,0.0010923139744171756,0.010565766986526623
6,4720,0.005830726857259742,0.0016199949645548254
6,4820,0.007191486389125764,0.0008445986704423656
6,4940,0.008871662975835531,0.004962033956246552
6,5070,0.0024155981585398116,0.0012294837431773196
6,5090,0.0003489838978398161,0.007388409839558017
