cluster,start_time,cpu,memory
2,0,0.01837776603071276,0.012139714900970145
2,170,0.0003508905791370845,0.0004557524523140816
2,230,0.00044145375344777245,0.0006721144735218839
2,320,0.0008207766570904299,0.003024291844636893
2,385,0.016495281777244124,0.002556391510282016
2,490,0.00015066919081957287,0.00023171601065823965
2,550,0.012570199101177716,0.005758837677360267
2,630,0.015368961047257117,0.012139714900970145
2,635,0.007509574229492092,0.0011094612245226227
2,715,0.004491242029984974,0.0014618673524167047
2,735,0.01095660231606087,9.727004938879356e-05
2,870,0.0005243833610333157,0.002754229747732058
2,875,0.0001287377456556502,0.0023432911658512736
2,915,0.00013445903859158543,0.0018579378809977865
2,950,0.0060318814343183974,0.0008731843374003292
2,1015,0.00019262365878586245,0.00021646064052929334
2,1155,0.001505671327729694,0.0021263388126849126
2,1200,0.005349132204337372,0.0029292078759125383
2,1207,8.964136783471785e-05,1.9073468138254095e-06
2,1215,0.002347096927393677,0.012139714900970145
2,1225,9.536288445621604e-05,0.0010770717274810485
2,1240,0.00020311200075548807,0.0002298091021192933
2,1270,0.004931666971230326,0.005387074948740626
2,1335,0.005781594171495762,0.004612757941124096
2,1460,0.004392499478321256,0.00534154348269544
2,1545,0.0037580359301426012,0.005212526402931913
2,1585,0.0051745770349740814,0.0039062400949508936
2,1620,0.01837776603071276,0.0029139936018803482
2,1640,0.0009875188345293173,0.000523430186222485
2,1735,0.00016783259500958119,0.002328067974841796
2,1815,0.01837776603071276,0.012139714900970145
2,1870,0.0016237420522307536,0.012139714900970145
2,1880,0.002803683192079432,0.004141801511080369
2,1910,0.017275453454576546,0.002621073701965511
2,1930,0.004886114764597639,0.0015209070432944149
2,1972,0.00023266946356410197,1.4305012428915572e-05
2,2000,0.000518664298540151,0.0026667292007978125
2,2075,0.0005100856434730442,0.002347096927393677
2,2105,0.0029444219184741162,0.0006978460484052839
2,2205,0.00013541258423185564,0.002057817763372435
2,2250,0.0003594705999865878,0.0011285133797982645
2,2260,0.003913839716489777,0.005311188020227638
2,2290,0.003537589106344665,0.010005321412632325
2,2305,5.9126059637273164e-05,9.440930062594625e-05
2,2335,0.0006416169347662023,0.0033361038169403188
2,2385,0.002168210476042857,0.0025868307098856126
2,2410,0.0038036395510780063,0.012139714900970145
2,2425,0.00015543683264381518,0.00019643761404817184
2,2505,0.005296009943441456,0.0020121344552838745
2,2538,0.0034957747431048018,0.0013456822980647274
2,2600,0.004726665698745236,0.012139714900970145
2,2710,0.01837776603071276,0.012139714900970145
2,2715,0.005865030219709522,0.004643134611843321
2,2790,0.01837776603071276,0.009113617973386588
2,2820,0.01772527578234483,0.002305232753795864
2,2858,0.0012332937459586261,9.536738616591883e-07
2,2880,0.0013952054472900022,0.011047153318975099
2,2965,0.00036900387014618977,0.0016846763270174862
2,3010,0.01837776603071276,0.012139714900970145
2,3060,0.0015209070432944149,0.0014332985086434838
2,3170,0.0003470772129071072,0.005652633856957305
2,3240,0.017305447905605353,0.002780858829353669
2,3285,0.0004929281125557059,0.0013209198037183586
2,3290,0.01837776603071276,0.012139714900970145
2,3375,0.0009951406695623568,0.00023457636664861364
2,3430,0.0010519663437086346,0.002504202540164658
2,3516,0.0009189197049491488,0.005675392768020256
2,3570,0.0036820252734119357,0.0010484918882692786
2,3670,0.005485719347146697,0.00208065863482881
2,3810,0.000657818868038418,0.002887368065326668
2,3820,0.0007150000638271644,0.003047110651898828
2,3891,0.0008607973153784279,0.003058519860271029
2,3900,0.0007512131300772087,0.003929038786306997
2,3942,0.0022481424197448134,0.002263366827515645
2,3950,0.01837776603071276,0.003157394213865422
2,4060,0.0025221463031807794,0.006251779144856108
2,4075,0.007115736273570616,0.012139714900970145
2,4159,0.0008226824390422942,0.0007588367663992986
2,4230,0.0034121407709365777,0.0054326043417658
2,4303,0.0018788795517821605,0.0002584123483990077
2,4315,0.003590804858219775,0.0032030252338407137
2,4350,0.01837776603071276,0.012139714900970145
2,4360,0.004058221553505529,0.0016104121846627906
2,4560,0.01377492780648316,0.01080566575441106
2,4640,0.00035279725679892627,0.0009332115783519774
2,4700,0.010866043112919967,0.005068311142430345
2,4745,0.01837776603071276,0.004969625558416268
2,4810,0.016044905705617868,0.008342182232782136
2,4870,0.01837776603071276,0.012139714900970145
2,4975,0.00028987497437724243,0.000194530638235299
2,5015,0.0004996005206707134,0.002716186972430927
2,5195,0.00020331815870902197,0.0010516073878863127
2,5285,0.00021264676163329225,0.00018690269861803202
2,5351,9.345571588635349e-05,0.0006816447636430479
2,5550,0.00023743671445737463,0.006221451300860213
2,5565,0.00020501896020399597,0.0006301801179371828
2,5580,0.006956642351001674,0.0042937471756031775
2,5680,0.0022481424197448134,0.00310795825908545
2,5700,0.0001325519445832928,0.0006320862631587634
2,5745,0.0009989515652943487,0.004126605674739234
2,5755,0.00017069313373484126,0.002293814947727176
2,5770,0.01837776603071276,0.0022176929088377297
2,6320,0.01700546290260573,0.009279928081644703
2,6695,0.0035641973362717507,0.012139714900970145
2,6820,0.00012969129675144736,0.00011729506158326481
2,6990,0.01837776603071276,0.0012561534578129539
2,7105,0.01837776603071276,0.0121180513918922
2,7175,0.0011380393213185815,0.003526185362495436
2,7200,0.0015551865546242936,0.0020083274187382223
2,7315,0.00017164664482489044,0.0036934272402513392
2,7345,0.01837776603071276,0.0025183412077775203
2,7867,0.0002393436084512312,0.0014637719129822074
2,8010,0.00015066919081957287,0.0015570909374661855
2,8065,0.0005081792656861576,0.002019748484894872
2,8270,8.964136783471785e-05,0.001425680012458409
2,8290,0.01837776603071276,0.008871662975835531
2,8340,0.0001392267577004696,0.00938574738771997
2,8417,0.010005321412632325,0.00524288486042102
2,8430,0.004893706943135346,0.0033513116702760743
2,8500,0.000925589271289206,0.0006092122806925797
2,8635,0.0002860613754648762,0.0007054700915879015
2,8915,0.004354518977505806,0.003644017778329331
2,8965,0.0032410494933228415,0.0031992227283698543
2,9090,0.00030512922459300447,0.0008426929302576416
2,9115,0.01837776603071276,0.012139714900970145
2,9255,0.01125840711101183,0.012139714900970145
2,9335,0.008311917720946402,0.012139714900970145
2,9347,0.0011037455071572098,0.002883564359375956
2,9370,0.00018213520680976578,0.0002298091021192933
2,9400,0.000307035989508912,0.006138044986953901
2,9420,0.0051214455002572025,0.001231388746382488
2,9455,0.002388959348455827,0.012139714900970145
2,9475,0.0010827875973078447,0.0020768518591487727
2,9537,0.006645957439832596,0.0013799678164365524
2,9610,0.01837776603071276,0.012139714900970145
2,9640,0.00010871296260205031,1.2397689261614142e-05
2,9785,0.014015699480858956,0.0036820252734119357
2,9875,0.005652633856957305,0.004688697887850747
2,9920,0.006971795243689178,0.0061607928533945755
2,10030,0.012841389629250704,0.002274784981238373
2,10120,0.010367820850196505,0.006304850658733497
2,10325,0.0015856562449022493,0.00428615044067981
2,10365,0.00026794658201831313,0.005394663324866113
2,10430,0.00013445903859158543,0.0015323336776365268
2,10445,0.01837776603071276,0.012139714900970145
2,10470,0.003001472516665112,0.012139714900970145
2,10565,0.00022027450487967768,0.007539863033238104
2,10815,0.006433726896028988,0.0044532652793471475
2,10825,0.01837776603071276,0.012139714900970145
2,10945,0.005743666393565941,0.00956712586463802
2,11055,0.00024125049880885,0.0025601964609032737
2,11240,0.0037086296604769316,0.010126169159724216
2,11250,0.01837776603071276,0.012139714900970145
2,11445,0.00011252723790881803,0.0005720409432206876
2,11454,0.0016237420522307536,0.004119007669975248
2,11490,0.0009570309134601835,0.0008607973153784279
2,11565,0.008024359166746521,0.004848153007267411
2,11626,0.005538831531473637,0.000717859037789061
2,11910,0.0016599222256900687,0.0036896265990831695
2,12110,0.00010299152236295479,0.012139714900970145
2,12145,0.0013856819552158564,0.005349132204337372
2,12187,0.0013704441792451534,0.00036995719216359083
2,12270,0.004202582547415751,0.003047110651898828
2,12430,0.002799879167802145,0.0010923139744171756
2,12480,0.009506670027608544,0.004772225169048342
2,12530,0.0002927351640173515,0.00022599527413246547
2,12569,0.013594310999598314,0.0031649995284592967
2,12650,0.0009741804834351367,0.0023128445520832464
2,12814,6.866219347889113e-05,1.6212331958342277e-05
2,12905,0.007661009074939361,0.0014371077349705753
2,12995,0.0003890234416612961,0.001277107734629242
2,13040,0.00029845551875563224,0.00020501896020399597
2,13065,0.004793280736076726,0.012139714900970145
2,13070,0.004969625558416268,0.0015704215158135245
2,13075,0.0001475263488983553,0.0004396463833563008
2,13195,0.00022218143160029823,0.0006053998994125109
2,13200,0.002156791105364251,0.0073051008046450035
2,13260,0.014918077307503594,0.010398023205982551
2,13305,0.0005768065765233235,0.002038783305292399
2,13310,0.011303669975102721,0.0017989180855508807
2,13380,0.01837776603071276,0.012139714900970145
2,13389,0.0005510718868751117,0.0008665144215317648
2,13425,0.0005167579371073672,0.004407691274751476
2,13475,0.001471390118970916,0.011937135050130216
2,13690,0.004096213309299093,0.002856938012604254
2,13755,0.0020311694206122596,0.012139714900970145
2,13760,0.0004309679110031787,0.001482817319135592
