cluster,start_time,cpu,memory
8,5,0.0004319211739507536,0.003929038786306997
8,130,0.00014018029879451507,0.00027938754237265
8,259,0.000518664298540151,0.0005472592839348277
8,289,0.0019017245106622283,0.0005996813002405485
8,310,0.031172765134191784,0.009218266536245004
8,330,0.002681947237214867,0.0012028133172490366
8,535,0.010352719330228233,0.0016313590396361019
8,690,0.0002012050376704789,0.0006683023320418726
8,705,0.008190850513364998,0.0014028241756480887
8,795,0.001292346932895316,0.0018655530847521188
8,830,0.000266039742566567,0.0006530536207959384
8,835,0.00013445903859158543,0.000624461660472007
8,840,0.009763582097088228,0.0028683493908896658
8,960,0.007085434620613129,0.005682978956605355
8,1058,0.00020311200075548807,9.345571588635349e-05
8,1145,0.0025221463031807794,0.004536812227083962
8,1176,0.0001897631827931204,9.154854367919205e-05
8,1205,0.011906979144093733,0.0001649720481016159
8,1245,9.727004938879356e-05,0.0003661438986410372
8,1317,0.00010394509800939572,1.2397689261614142e-05
8,1355,0.002427014574204019,0.0009417866043510324
8,1390,0.0013818725329909206,0.009218266536245004
8,1450,0.00037472378861830075,0.0005987281971991489
8,1525,0.031172765134191784,0.009218266536245004
8,1760,0.031172765134191784,0.009218266536245004
8,1820,0.011167875236185757,0.0008474572739097582
8,1930,0.008871662975835531,0.0006816447636430479
8,2145,0.0011818574835728165,0.00019929807094895457
8,2160,0.006433726896028988,0.0006825977876597297
8,2165,0.0007569308627675032,0.000532961893446638
8,2205,0.0005691815523376629,0.004346922704237435
8,2255,0.030949199723589327,0.009218266536245004
8,2375,0.00019929807094895457,0.0006549597224178409
8,2380,0.002917797192089151,0.0011837625775082364
8,2425,0.012811260979915773,0.009218266536245004
8,2585,0.009476440738447976,0.0010980297571221854
8,2590,0.007259656587413824,0.0010237220335622638
8,2720,0.00037091051327216984,0.0012123385510221585
8,3075,0.008311917720946402,0.006388243061733916
8,3165,0.007426275288476372,0.001179952386008007
8,3405,0.0010084787410870105,0.001227578736343107
8,3500,0.009506670027608544,0.0013933007561309112
8,3600,0.0003156163866383451,0.00074549536469426
8,3610,0.031172765134191784,0.0034402573709021236
8,3615,0.0004824428098520698,0.00044622000912022155
8,3675,0.007963809985655696,0.0032752700907037425
8,3705,0.00024887802387722486,0.0019455092231416792
8,3710,0.00011443437010645472,9.440930062594625e-05
8,3865,8.296622373501981e-05,0.0003575639350486301
8,3885,0.00014018029879451507,0.00016020445173775725
8,3983,0.019702093750205065,0.003423545815387862
8,4020,0.013970559207451702,0.0012085284684005123
8,4205,0.02641202722323874,0.009218266536245004
8,4300,0.00016306501228366857,0.0014066335180603594
8,4485,0.031172765134191784,0.005789179554462821
8,4545,0.0001192021846880618,0.0006501944615507736
8,4670,0.0018788795517821605,0.0016561138480208674
8,4715,0.031172765134191784,0.009218266536245004
8,4760,0.013609363646230192,0.007183911635778634
8,4820,0.00022885564648620585,0.001854130257373762
8,4990,0.005030356301096003,0.0008465044069952507
8,5025,0.02236163004864269,0.006683851011950492
8,5067,0.002183436100769566,0.0007035640862415558
8,5075,0.007978947624638435,0.0012351987419057478
8,5160,0.009869350238311748,0.0018408034605167849
8,5200,0.0004262015826346028,0.0011990031983352208
8,5230,0.010911323739611577,0.001174237071537101
8,5285,0.018144927477601533,0.003062322900801938
8,5455,0.013488936128396856,0.004962033956246552
8,5480,0.010926416826223542,0.0049772171029539986
8,5610,0.011650617219975274,0.0013094907533580287
8,5615,0.031172765134191784,0.009218266536245004
8,5633,0.00012110930415574719,1.049036245642411e-05
8,5806,0.00021550717216894897,0.00017450717263994974
8,5845,0.001574230219844852,0.00310795825908545
8,5895,0.00021455370289950182,0.001166616601430263
8,5960,0.01243457625304072,0.004886114764597639
8,5980,0.016585332656051468,0.004764632068139791
8,6010,0.001319014971062669,0.0014294892678061318
8,6088,0.00024697114806441844,0.0003203832421201664
8,6305,0.0007388245970937723,0.000716906047376621
8,6350,0.006335175973550496,0.0019340873090571927
8,6660,0.006130462249813239,0.006585324737566063
