cluster,start_time,cpu,memory
5,165,0.00012492353217983867,0.000883665543882575
5,200,0.00017355366427744296,0.00022027450487967768
5,214,6.103329368063853e-05,8.868777854848413e-05
5,247,0.00010172008675322179,6.166903755341857e-05
5,310,0.001282822461193878,0.003874211902269254
5,335,0.012720869585115006,0.001452344495178547
5,360,0.016197082827143584,0.003874211902269254
5,411,0.0005405871938120222,0.0001792747008148584
5,415,0.016197082827143584,0.0010980297571221854
5,420,0.0001392267577004696,0.00021169328963652635
5,440,0.016197082827143584,0.003874211902269254
5,470,0.00022599527413246547,0.0001325519445832928
5,595,0.016197082827143584,0.003874211902269254
5,668,0.00014876212772534336,0.00016878610882718837
5,675,0.00019929807094895457,2.956346680500255e-05
5,685,0.016197082827143584,0.0011094612245226227
5,689,0.00036805054721996495,0.0004195286847523175
5,698,0.00043573421665397667,0.00016306501228366857
5,700,6.770858418692211e-05,0.00022218143160029823
5,712,0.00019834458622449487,0.00020311200075548807
5,755,0.00015543683264381518,0.0006787856861434617
5,810,6.866219347889113e-05,0.00018118170572062908
5,1010,0.0016104121846627906,0.0024917051345419647
5,1035,0.009461325751182066,0.0008798542087814127
5,1093,9.631646737716456e-05,0.0002774807247368745
5,1110,0.008584265359257541,0.0016161250068064664
5,1190,0.012344150801228618,0.0001621114930108986
5,1200,0.0024232091167975477,0.0011437548426741664
5,1217,7.152301589858621e-05,2.8609820227377792e-05
5,1270,7.152301589858621e-05,0.00015162272100285575
5,1290,0.00011634149866694513,0.0001573438830090159
5,1297,0.00047862994524688733,0.00015257625027691968
5,1300,0.006448887714410254,0.0019150504956668849
5,1377,0.016197082827143584,0.0031003525106607535
5,1380,0.0017208542959712143,0.0010141950029947141
5,1430,0.0002040654809343038,0.00024697114806441844
5,1450,0.001717046150347721,0.0008646087231123504
5,1489,0.0003604239310923042,0.00019739110059090122
5,1550,0.0001649720481016159,0.0007064230928987547
5,1625,0.016197082827143584,0.003874211902269254
5,1730,7.724463618517871e-05,0.00015352977864176642
5,1850,0.00019262365878586245,0.00035470393082535527
5,1860,0.011439446276312283,0.0010084787410870105
5,1865,0.0012466286413799065,0.003874211902269254
5,1883,0.0004519394859406274,0.0010827875973078447
5,1970,0.016197082827143584,0.0028531341909045875
5,1989,0.00016973962173560782,0.00019167016769742847
5,2057,0.0005920564504738795,0.00016973962173560782
5,2058,0.00028987497437724243,0.00017641418663743306
5,2090,0.006198704814243643,0.003874211902269254
5,2107,0.00036995719216359083,0.00017355366427744296
5,2135,0.0006111184658822838,0.00017260015500575708
5,2145,0.011364017273825076,0.0009351171460396479
5,2304,9.440930062594625e-05,0.0003213366104897874
5,2318,0.000284154570554853,0.00019262365878586245
5,2412,0.00012110930415574719,0.00023648326609685286
5,2505,0.016197082827143584,0.0024384308595351675
5,2545,0.0006987990569818847,0.00018118170572062908
5,2670,0.00023171601065823965,0.0006587719147620102
5,2680,0.016197082827143584,0.003874211902269254
5,2898,0.00040904261240118204,0.00016973962173560782
