cluster,start_time,cpu,memory
3,13,0.0012618683041264649,0.00020692591601601646
3,15,0.0001897631827931204,0.0006778326584937469
3,20,0.011757071949848638,0.003742834260999036
3,25,0.0038758410312397145,0.004612757941124096
3,30,0.00024125049880885,0.0008150592894427108
3,45,0.011757071949848638,0.0054326043417658
3,55,7.247662155308637e-05,0.008348913942214764
3,75,0.00021550717216894897,0.0009703694933017855
3,105,0.004519723646527503,0.0036389500031713006
3,140,0.0022823970112907043,0.0030128822457412188
3,150,0.011757071949848638,0.004322234417593779
3,155,0.002446041644016815,0.0036934272402513392
3,160,0.003830240702909449,0.003609809797604093
3,195,0.0025411715630188395,0.0035794017212166618
3,200,0.0027618381291250375,0.0033817266831287617
3,240,0.011757071949848638,0.0038910406786081884
3,245,0.002168210476042857,0.004582380347634716
3,260,0.0017094298155945391,0.0039214392802748525
3,275,0.003685825943470072,0.003742834260999036
3,290,0.0018731682305155645,0.0032410494933228415
3,295,0.002278591003507414,0.0032030252338407137
3,320,0.0019845331119532953,0.0030775349182960514
3,335,0.004139902044165758,0.003834040809692454
3,355,0.0013437775125769065,0.003233444757093081
3,360,0.004681104152682225,0.0035832027813323328
3,385,0.006984422478867812,0.002788784014339416
3,389,0.0026286830965240697,0.0006206493373280557
3,420,0.0016046993298825913,0.003024291844636893
3,425,0.0022823970112907043,0.0038188402959147957
3,430,0.011757071949848638,0.003739033807604942
3,435,0.0023483655113558585,0.0024152810340219797
3,550,0.011757071949848638,0.005607114480868361
3,580,0.0018693606648826472,0.002742817067102487
3,610,0.011757071949848638,0.00487852252841832
3,635,0.002347096927393677,0.003625013489060671
3,725,0.004892757923970379,0.002213410872006021
3,755,0.005493306974761145,0.004194985119904669
3,765,0.0017932063075790986,0.002746621308451171
3,785,0.006986947906770004,0.004514027388114826
3,869,0.0033018853012981675,0.000937022710096137
3,880,0.006198704814243643,0.008348913942214764
3,884,0.0013799678164365524,0.000724529945246922
3,930,0.0013437775125769065,0.008348913942214764
3,945,0.011757071949848638,0.008348913942214764
